(1)ClimateZone,(2)Date,(3)T.Max,(4)T.Min,(5)Rain,(6)Evap,(7)Radn,Mean_Temp
A,1986-05-18,18.60000038,0.0,18.60000038,1.213,1.213,9.30000019
A,1986-05-19,1.350000024,0.0,1.350000024,1.196,1.196,0.675000012
A,1986-05-20,3.699999809,0.0,3.699999809,1.18,1.18,1.8499999045
A,1986-05-21,0.300000012,0.0,0.300000012,1.163,1.163,0.150000006
A,1986-05-22,5.400000095,0.0,5.400000095,1.147,1.147,2.7000000475
A,1986-05-23,14.39999962,0.0,14.39999962,1.131,1.131,7.19999981
A,1986-05-24,1.049999952,0.0,1.049999952,1.114,1.114,0.524999976
A,1986-05-25,1.400000095,0.0,1.400000095,1.098,1.098,0.7000000475
A,1986-05-26,0.0,0.0,0,1.081,1.081,0.0
A,1986-05-27,0.050000001,0.0,0.050000001,1.065,1.065,0.0250000005
A,1986-05-28,0.75,0.0,0.75,1.049,1.049,0.375
A,1986-05-29,0.300000012,0.0,0.300000012,1.032,1.032,0.150000006
A,1986-05-30,0.0,0.0,0,1.016,1.016,0.0
A,1986-05-31,0.0,0.0,0,0.999,0.999,0.0
A,1987-05-01,29.04999924,0.0,29.04999924,1.843,1.843,14.52499962
A,1987-05-02,7.0,0.0,7,1.803,1.803,3.5
A,1987-05-03,6.899999619,0.0,6.899999619,1.762,1.762,3.4499998095
A,1987-05-04,0.400000006,0.0,0.400000006,1.722,1.722,0.200000003
A,1987-05-05,0.0,0.0,0,1.681,1.681,0.0
A,1987-05-06,0.0,0.0,0,1.64,1.64,0.0
A,1987-05-07,0.0,0.0,0,1.6,1.6,0.0
A,1987-05-08,0.0,0.0,0,1.559,1.559,0.0
A,1987-05-09,0.0,0.0,0,1.518,1.518,0.0
A,1987-05-10,0.0,0.0,0,1.478,1.478,0.0
A,1987-05-11,27.45000076,0.0,27.45000076,1.437,1.437,13.72500038
A,1987-05-12,7.650000095,0.0,7.650000095,1.396,1.396,3.8250000475
A,1987-05-13,5.699999809,0.0,5.699999809,1.356,1.356,2.8499999045
A,1987-05-14,14.54999924,0.0,14.54999924,1.315,1.315,7.27499962
A,1987-05-15,10.55000019,0.0,10.55000019,1.274,1.274,5.275000095
A,1987-05-16,6.949999809,0.0,6.949999809,1.234,1.234,3.4749999045
A,1987-05-17,1.899999976,0.0,1.899999976,1.218,1.218,0.949999988
A,1987-05-18,1.949999928,0.0,1.949999928,1.203,1.203,0.974999964
A,1987-05-19,0.0,0.0,0,1.188,1.188,0.0
A,1987-05-20,0.0,0.0,0,1.172,1.172,0.0
A,1987-05-21,0.0,0.0,0,1.157,1.157,0.0
A,1987-05-22,13.89999962,0.0,13.89999962,1.141,1.141,6.94999981
A,1987-05-23,1.600000024,0.0,1.600000024,1.126,1.126,0.800000012
A,1987-05-24,11.75,0.0,11.75,1.11,1.11,5.875
A,1987-05-25,25.60000038,0.0,25.60000038,1.095,1.095,12.80000019
A,1987-05-26,8.899999619,0.0,8.899999619,1.08,1.08,4.4499998095
A,1987-05-27,0.550000012,0.0,0.550000012,1.064,1.064,0.275000006
A,1987-05-28,0.200000003,0.0,0.200000003,1.049,1.049,0.1000000015
A,1987-05-29,8.149999619,0.0,8.149999619,1.033,1.033,4.0749998095
A,1987-05-30,1.299999952,0.0,1.299999952,1.018,1.018,0.649999976
A,1987-05-31,0.800000012,0.0,0.800000012,1.003,1.003,0.400000006
A,1988-05-01,0.050000001,0.0,0.050000001,1.85,1.85,0.0250000005
A,1988-05-02,0.0,0.0,0,1.813,1.813,0.0
A,1988-05-03,0.0,0.0,0,1.776,1.776,0.0
A,1988-05-04,2.599999905,0.0,2.599999905,1.739,1.739,1.2999999525
A,1988-05-05,0.400000006,0.0,0.400000006,1.701,1.701,0.200000003
A,1988-05-06,3.099999905,0.0,3.099999905,1.664,1.664,1.5499999525
A,1988-05-07,2.450000048,0.0,2.450000048,1.627,1.627,1.225000024
A,1988-05-08,1.049999952,0.0,1.049999952,1.59,1.59,0.524999976
A,1988-05-09,2.449999809,0.0,2.449999809,1.553,1.553,1.2249999045
A,1988-05-10,0.25,0.0,0.25,1.516,1.516,0.125
A,1988-05-11,0.0,0.0,0,1.479,1.479,0.0
A,1988-05-12,0.0,0.0,0,1.442,1.442,0.0
A,1988-05-13,2.150000095,0.0,2.150000095,1.404,1.404,1.0750000475
A,1988-05-14,29.54999924,0.0,29.54999924,1.367,1.367,14.77499962
A,1988-05-15,9.350000381,0.0,9.350000381,1.33,1.33,4.6750001905
A,1988-05-16,0.449999988,0.0,0.449999988,1.293,1.293,0.224999994
A,1988-05-17,8.550000191,0.0,8.550000191,1.276,1.276,4.2750000955
A,1988-05-18,9.799999237,0.0,9.799999237,1.259,1.259,4.8999996185
A,1988-05-19,30.95000076,0.0,30.95000076,1.242,1.242,15.47500038
A,1988-05-20,3.75,0.0,3.75,1.225,1.225,1.875
A,1988-05-21,1.549999952,0.0,1.549999952,1.208,1.208,0.774999976
A,1988-05-22,38.15000153,0.0,38.15000153,1.191,1.191,19.075000765
A,1988-05-23,44.90000153,0.0,44.90000153,1.174,1.174,22.450000765
A,1988-05-24,0.449999988,0.0,0.449999988,1.157,1.157,0.224999994
A,1988-05-25,0.100000001,0.0,0.100000001,1.14,1.14,0.0500000005
A,1988-05-26,0.850000024,0.0,0.850000024,1.123,1.123,0.425000012
A,1988-05-27,8.149999619,0.0,8.149999619,1.106,1.106,4.0749998095
A,1988-05-28,0.150000006,0.0,0.150000006,1.089,1.089,0.075000003
A,1988-05-29,1.350000024,0.0,1.350000024,1.072,1.072,0.675000012
A,1988-05-30,0.0,0.0,0,1.054,1.054,0.0
A,1988-05-31,0.0,0.0,0,1.037,1.037,0.0
A,1989-05-01,0.100000001,0.0,0.100000001,1.831,1.831,0.0500000005
A,1989-05-02,0.600000024,0.0,0.600000024,1.792,1.792,0.300000012
A,1989-05-03,12.80000019,0.0,12.80000019,1.753,1.753,6.400000095
A,1989-05-04,0.600000024,0.0,0.600000024,1.714,1.714,0.300000012
A,1989-05-05,0.150000006,0.0,0.150000006,1.675,1.675,0.075000003
A,1989-05-06,7.849999905,0.0,7.849999905,1.636,1.636,3.9249999525
A,1989-05-07,1.100000024,0.0,1.100000024,1.597,1.597,0.550000012
A,1989-05-08,47.04999924,0.0,47.04999924,1.558,1.558,23.52499962
A,1989-05-09,4.300000191,0.0,4.300000191,1.519,1.519,2.1500000955
A,1989-05-10,8.050000191,0.0,8.050000191,1.48,1.48,4.0250000955
A,1989-05-11,0.450000018,0.0,0.450000018,1.441,1.441,0.225000009
A,1989-05-12,0.0,0.0,0,1.402,1.402,0.0
A,1989-05-13,0.100000001,0.0,0.100000001,1.363,1.363,0.0500000005
A,1989-05-14,0.050000001,0.0,0.050000001,1.323,1.323,0.0250000005
A,1989-05-15,0.0,0.0,0,1.284,1.284,0.0
A,1989-05-16,0.0,0.0,0,1.245,1.245,0.0
A,1989-05-17,0.0,0.0,0,1.228,1.228,0.0
A,1989-05-18,0.150000006,0.0,0.150000006,1.21,1.21,0.075000003
A,1989-05-19,0.25,0.0,0.25,1.193,1.193,0.125
A,1989-05-20,0.0,0.0,0,1.175,1.175,0.0
A,1989-05-21,14.0,0.0,14,1.158,1.158,7.0
A,1989-05-22,2.300000191,0.0,2.300000191,1.14,1.14,1.1500000955
A,1989-05-23,1.349999905,0.0,1.349999905,1.123,1.123,0.6749999525
A,1989-05-24,0.100000001,0.0,0.100000001,1.105,1.105,0.0500000005
A,1989-05-25,0.150000006,0.0,0.150000006,1.088,1.088,0.075000003
A,1989-05-26,0.0,0.0,0,1.07,1.07,0.0
A,1989-05-27,0.0,0.0,0,1.052,1.052,0.0
A,1989-05-28,22.25,0.0,22.25,1.035,1.035,11.125
A,1989-05-29,16.04999924,0.0,16.04999924,1.017,1.017,8.02499962
A,1989-05-30,0.950000048,0.0,0.950000048,1,1,0.475000024
A,1989-05-31,0.0,0.0,0,0.982,0.982,0.0
A,1990-05-01,0.0,0.0,0,1.891,1.891,0.0
A,1990-05-02,0.0,0.0,0,1.861,1.861,0.0
A,1990-05-03,0.0,0.0,0,1.831,1.831,0.0
A,1990-05-04,0.0,0.0,0,1.802,1.802,0.0
A,1990-05-05,0.0,0.0,0,1.772,1.772,0.0
A,1990-05-06,0.0,0.0,0,1.742,1.742,0.0
A,1990-05-07,0.0,0.0,0,1.713,1.713,0.0
A,1990-05-08,0.0,0.0,0,1.683,1.683,0.0
A,1990-05-09,1.200000048,0.0,1.200000048,1.654,1.654,0.600000024
A,1990-05-10,0.0,0.0,0,1.624,1.624,0.0
A,1990-05-11,0.0,0.0,0,1.594,1.594,0.0
A,1990-05-12,0.0,0.0,0,1.565,1.565,0.0
A,1990-05-13,0.0,0.0,0,1.535,1.535,0.0
A,1990-05-14,0.0,0.0,0,1.505,1.505,0.0
A,1990-05-15,0.0,0.0,0,1.476,1.476,0.0
A,1990-05-16,17.25,0.0,17.25,1.446,1.446,8.625
A,1990-05-17,0.600000024,0.0,0.600000024,1.426,1.426,0.300000012
A,1990-05-18,0.25,0.0,0.25,1.405,1.405,0.125
A,1990-05-19,0.150000006,0.0,0.150000006,1.385,1.385,0.075000003
A,1990-05-20,0.0,0.0,0,1.365,1.365,0.0
A,1990-05-21,0.0,0.0,0,1.344,1.344,0.0
A,1990-05-22,0.0,0.0,0,1.324,1.324,0.0
A,1990-05-23,2.050000191,0.0,2.050000191,1.304,1.304,1.0250000955
A,1990-05-24,4.800000191,0.0,4.800000191,1.283,1.283,2.4000000955
A,1990-05-25,0.400000006,0.0,0.400000006,1.263,1.263,0.200000003
A,1990-05-26,0.100000001,0.0,0.100000001,1.243,1.243,0.0500000005
A,1990-05-27,0.100000001,0.0,0.100000001,1.222,1.222,0.0500000005
A,1990-05-28,0.0,0.0,0,1.202,1.202,0.0
A,1990-05-29,0.449999988,0.0,0.449999988,1.182,1.182,0.224999994
A,1990-05-30,2.449999809,0.0,2.449999809,1.161,1.161,1.2249999045
A,1990-05-31,2.150000095,0.0,2.150000095,1.141,1.141,1.0750000475
A,1991-05-01,4.349999905,0.0,4.349999905,1.861,1.861,2.1749999525
A,1991-05-02,0.100000001,0.0,0.100000001,1.83,1.83,0.0500000005
A,1991-05-03,0.0,0.0,0,1.8,1.8,0.0
A,1991-05-04,0.100000001,0.0,0.100000001,1.769,1.769,0.0500000005
A,1991-05-05,2.549999952,0.0,2.549999952,1.739,1.739,1.274999976
A,1991-05-06,0.850000024,0.0,0.850000024,1.709,1.709,0.425000012
A,1991-05-07,1.350000024,0.0,1.350000024,1.678,1.678,0.675000012
A,1991-05-08,1.049999952,0.0,1.049999952,1.648,1.648,0.524999976
A,1991-05-09,1.299999952,0.0,1.299999952,1.617,1.617,0.649999976
A,1991-05-10,0.699999988,0.0,0.699999988,1.587,1.587,0.349999994
A,1991-05-11,0.5,0.0,0.5,1.556,1.556,0.25
A,1991-05-12,0.200000003,0.0,0.200000003,1.526,1.526,0.1000000015
A,1991-05-13,0.050000001,0.0,0.050000001,1.495,1.495,0.0250000005
A,1991-05-14,0.0,0.0,0,1.465,1.465,0.0
A,1991-05-15,0.0,0.0,0,1.435,1.435,0.0
A,1991-05-16,0.0,0.0,0,1.404,1.404,0.0
A,1991-05-17,0.0,0.0,0,1.377,1.377,0.0
A,1991-05-18,0.0,0.0,0,1.351,1.351,0.0
A,1991-05-19,0.0,0.0,0,1.324,1.324,0.0
A,1991-05-20,0.0,0.0,0,1.297,1.297,0.0
A,1991-05-21,0.0,0.0,0,1.27,1.27,0.0
A,1991-05-22,0.0,0.0,0,1.244,1.244,0.0
A,1991-05-23,0.0,0.0,0,1.217,1.217,0.0
A,1991-05-24,0.200000003,0.0,0.200000003,1.19,1.19,0.1000000015
A,1991-05-25,4.0,0.0,4,1.163,1.163,2.0
A,1991-05-26,2.300000191,0.0,2.300000191,1.137,1.137,1.1500000955
A,1991-05-27,0.100000001,0.0,0.100000001,1.11,1.11,0.0500000005
A,1991-05-28,0.050000001,0.0,0.050000001,1.083,1.083,0.0250000005
A,1991-05-29,0.0,0.0,0,1.056,1.056,0.0
A,1991-05-30,0.100000001,0.0,0.100000001,1.03,1.03,0.0500000005
A,1991-05-31,3.199999809,0.0,3.199999809,1.003,1.003,1.5999999045
A,1992-05-01,0.699999988,0.0,0.699999988,1.644,1.644,0.349999994
A,1992-05-02,10.89999962,0.0,10.89999962,1.609,1.609,5.44999981
A,1992-05-03,0.350000024,0.0,0.350000024,1.574,1.574,0.175000012
A,1992-05-04,0.550000012,0.0,0.550000012,1.539,1.539,0.275000006
A,1992-05-05,0.0,0.0,0,1.504,1.504,0.0
A,1992-05-06,0.100000001,0.0,0.100000001,1.469,1.469,0.0500000005
A,1992-05-07,8.450000763,0.0,8.450000763,1.434,1.434,4.2250003815
A,1992-05-08,5.25,0.0,5.25,1.399,1.399,2.625
A,1992-05-09,0.150000006,0.0,0.150000006,1.363,1.363,0.075000003
A,1992-05-10,2.650000095,0.0,2.650000095,1.328,1.328,1.3250000475
A,1992-05-11,22.15000153,0.0,22.15000153,1.293,1.293,11.075000765
A,1992-05-12,13.19999981,0.0,13.19999981,1.258,1.258,6.599999905
A,1992-05-13,31.40000153,0.0,31.40000153,1.223,1.223,15.700000765
A,1992-05-14,4.400000095,0.0,4.400000095,1.188,1.188,2.2000000475
A,1992-05-15,3.400000095,0.0,3.400000095,1.153,1.153,1.7000000475
A,1992-05-16,0.75,0.0,0.75,1.118,1.118,0.375
A,1992-05-17,1.75,0.0,1.75,1.106,1.106,0.875
A,1992-05-18,0.300000012,0.0,0.300000012,1.095,1.095,0.150000006
A,1992-05-19,0.050000001,0.0,0.050000001,1.084,1.084,0.0250000005
A,1992-05-20,0.100000001,0.0,0.100000001,1.072,1.072,0.0500000005
A,1992-05-21,1.649999976,0.0,1.649999976,1.061,1.061,0.824999988
A,1992-05-22,0.0,0.0,0,1.05,1.05,0.0
A,1992-05-23,0.0,0.0,0,1.039,1.039,0.0
A,1992-05-24,0.300000012,0.0,0.300000012,1.027,1.027,0.150000006
A,1992-05-25,11.70000076,0.0,11.70000076,1.016,1.016,5.85000038
A,1992-05-26,2.150000095,0.0,2.150000095,1.005,1.005,1.0750000475
A,1992-05-27,1.549999952,0.0,1.549999952,0.993,0.993,0.774999976
A,1992-05-28,0.200000003,0.0,0.200000003,0.982,0.982,0.1000000015
A,1992-05-29,0.0,0.0,0,0.971,0.971,0.0
A,1992-05-30,0.0,0.0,0,0.96,0.96,0.0
A,1992-05-31,0.300000012,0.0,0.300000012,0.948,0.948,0.150000006
A,1993-05-01,0.0,0.0,0,2.094,2.094,0.0
A,1993-05-02,0.0,0.0,0,2.052,2.052,0.0
A,1993-05-03,0.0,0.0,0,2.01,2.01,0.0
A,1993-05-04,0.0,0.0,0,1.968,1.968,0.0
A,1993-05-05,4.300000191,0.0,4.300000191,1.926,1.926,2.1500000955
A,1993-05-06,11.64999962,0.0,11.64999962,1.884,1.884,5.82499981
A,1993-05-07,1.950000048,0.0,1.950000048,1.842,1.842,0.975000024
A,1993-05-08,0.0,0.0,0,1.801,1.801,0.0
A,1993-05-09,0.25,0.0,0.25,1.759,1.759,0.125
A,1993-05-10,0.100000001,0.0,0.100000001,1.717,1.717,0.0500000005
A,1993-05-11,0.0,0.0,0,1.675,1.675,0.0
A,1993-05-12,0.5,0.0,0.5,1.633,1.633,0.25
A,1993-05-13,0.950000048,0.0,0.950000048,1.591,1.591,0.475000024
A,1993-05-14,1.299999952,0.0,1.299999952,1.549,1.549,0.649999976
A,1993-05-15,0.0,0.0,0,1.507,1.507,0.0
A,1993-05-16,0.0,0.0,0,1.465,1.465,0.0
A,1993-05-17,0.0,0.0,0,1.445,1.445,0.0
A,1993-05-18,0.0,0.0,0,1.424,1.424,0.0
A,1993-05-19,0.0,0.0,0,1.403,1.403,0.0
A,1993-05-20,10.85000038,0.0,10.85000038,1.382,1.382,5.42500019
A,1993-05-21,10.80000019,0.0,10.80000019,1.361,1.361,5.400000095
A,1993-05-22,4.0,0.0,4,1.34,1.34,2.0
A,1993-05-23,4.449999809,0.0,4.449999809,1.32,1.32,2.2249999045
A,1993-05-24,2.400000095,0.0,2.400000095,1.299,1.299,1.2000000475
A,1993-05-25,5.75,0.0,5.75,1.278,1.278,2.875
A,1993-05-26,0.350000024,0.0,0.350000024,1.257,1.257,0.175000012
A,1993-05-27,0.550000012,0.0,0.550000012,1.236,1.236,0.275000006
A,1993-05-28,1.099999905,0.0,1.099999905,1.215,1.215,0.5499999525
A,1993-05-29,9.299999237,0.0,9.299999237,1.194,1.194,4.6499996185
A,1993-05-30,6.349999905,0.0,6.349999905,1.174,1.174,3.1749999525
A,1993-05-31,0.25,0.0,0.25,1.153,1.153,0.125
A,1994-05-01,0.100000001,0.0,0.100000001,1.847,1.847,0.0500000005
A,1994-05-02,0.600000024,0.0,0.600000024,1.814,1.814,0.300000012
A,1994-05-03,0.0,0.0,0,1.781,1.781,0.0
A,1994-05-04,0.0,0.0,0,1.748,1.748,0.0
A,1994-05-05,0.0,0.0,0,1.716,1.716,0.0
A,1994-05-06,0.0,0.0,0,1.683,1.683,0.0
A,1994-05-07,0.0,0.0,0,1.65,1.65,0.0
A,1994-05-08,2.400000095,0.0,2.400000095,1.617,1.617,1.2000000475
A,1994-05-09,0.600000024,0.0,0.600000024,1.584,1.584,0.300000012
A,1994-05-10,1.699999928,0.0,1.699999928,1.552,1.552,0.849999964
A,1994-05-11,0.100000001,0.0,0.100000001,1.519,1.519,0.0500000005
A,1994-05-12,0.0,0.0,0,1.486,1.486,0.0
A,1994-05-13,5.899999619,0.0,5.899999619,1.453,1.453,2.9499998095
A,1994-05-14,0.200000003,0.0,0.200000003,1.42,1.42,0.1000000015
A,1994-05-15,0.0,0.0,0,1.388,1.388,0.0
A,1994-05-16,0.799999952,0.0,0.799999952,1.355,1.355,0.399999976
A,1994-05-17,10.05000019,0.0,10.05000019,1.335,1.335,5.025000095
A,1994-05-18,3.150000095,0.0,3.150000095,1.315,1.315,1.5750000475
A,1994-05-19,0.799999952,0.0,0.799999952,1.295,1.295,0.399999976
A,1994-05-20,0.25,0.0,0.25,1.275,1.275,0.125
A,1994-05-21,1.600000024,0.0,1.600000024,1.255,1.255,0.800000012
A,1994-05-22,0.5,0.0,0.5,1.235,1.235,0.25
A,1994-05-23,0.100000001,0.0,0.100000001,1.215,1.215,0.0500000005
A,1994-05-24,4.099999905,0.0,4.099999905,1.195,1.195,2.0499999525
A,1994-05-25,10.5,0.0,10.5,1.175,1.175,5.25
A,1994-05-26,3.099999905,0.0,3.099999905,1.155,1.155,1.5499999525
A,1994-05-27,5.199999809,0.0,5.199999809,1.135,1.135,2.5999999045
A,1994-05-28,1.350000024,0.0,1.350000024,1.115,1.115,0.675000012
A,1994-05-29,1.299999952,0.0,1.299999952,1.095,1.095,0.649999976
A,1994-05-30,5.800000191,0.0,5.800000191,1.075,1.075,2.9000000955
A,1994-05-31,0.200000003,0.0,0.200000003,1.055,1.055,0.1000000015
A,1995-05-01,1.049999952,0.0,1.049999952,1.506,1.506,0.524999976
A,1995-05-02,26.04999924,0.0,26.04999924,1.467,1.467,13.02499962
A,1995-05-03,1.5,0.0,1.5,1.428,1.428,0.75
A,1995-05-04,2.75,0.0,2.75,1.389,1.389,1.375
A,1995-05-05,0.800000012,0.0,0.800000012,1.35,1.35,0.400000006
A,1995-05-06,0.0,0.0,0,1.311,1.311,0.0
A,1995-05-07,0.0,0.0,0,1.272,1.272,0.0
A,1995-05-08,0.0,0.0,0,1.233,1.233,0.0
A,1995-05-09,0.0,0.0,0,1.194,1.194,0.0
A,1995-05-10,0.0,0.0,0,1.155,1.155,0.0
A,1995-05-11,1.299999952,0.0,1.299999952,1.116,1.116,0.649999976
A,1995-05-12,4.099999905,0.0,4.099999905,1.077,1.077,2.0499999525
A,1995-05-13,7.950000286,0.0,7.950000286,1.038,1.038,3.975000143
A,1995-05-14,0.949999988,0.0,0.949999988,0.999,0.999,0.474999994
A,1995-05-15,1.950000048,0.0,1.950000048,0.961,0.961,0.975000024
A,1995-05-16,0.100000001,0.0,0.100000001,0.922,0.922,0.0500000005
A,1995-05-17,0.0,0.0,0,0.915,0.915,0.0
A,1995-05-18,0.0,0.0,0,0.908,0.908,0.0
A,1995-05-19,0.300000012,0.0,0.300000012,0.901,0.901,0.150000006
A,1995-05-20,0.0,0.0,0,0.894,0.894,0.0
A,1995-05-21,0.100000001,0.0,0.100000001,0.887,0.887,0.0500000005
A,1995-05-22,0.0,0.0,0,0.88,0.88,0.0
A,1995-05-23,0.0,0.0,0,0.873,0.873,0.0
A,1995-05-24,32.20000076,0.0,32.20000076,0.867,0.867,16.10000038
A,1995-05-25,31.30000114,0.0,31.30000114,0.86,0.86,15.65000057
A,1995-05-26,3.400000095,0.0,3.400000095,0.853,0.853,1.7000000475
A,1995-05-27,3.099999905,0.0,3.099999905,0.846,0.846,1.5499999525
A,1995-05-28,1.0,0.0,1,0.839,0.839,0.5
A,1995-05-29,0.0,0.0,0,0.832,0.832,0.0
A,1995-05-30,0.0,0.0,0,0.825,0.825,0.0
A,1995-05-31,0.0,0.0,0,0.818,0.818,0.0
